,Risk
185600,2.96
185601,2.53
185602,2.7
185603,2.87
185604,3.13
185605,3.35
185606,2.6
185607,2.92
185608,2.84
185609,2.28
185610,2.96
185611,2.4
185612,2.11
185613,2.35
185614,2.73
185615,3.26
185616,3.86
185617,1.73
185618,2.68
185619,3.02
185620,2.37
185621,2.68
185622,3.37
185623,2.72
185624,3.73
185625,2.3
185626,2.82
185627,2.6
185628,2.48
185629,3.37
185630,2.68
185631,2.47
185632,2.07
185633,2.05
185634,2.17
185635,4.48
185636,2.07
185637,2.74
185638,2.27
185639,2.85
185640,2.93
185641,2.96
185642,2.52
185643,2.4
185644,2.57
185645,2.4
185646,2.19
185647,3.18
185648,2.7
185649,3.2
185650,2.53
185651,1.74
185652,3.2
185653,2.22
185654,3.25
185655,2.88
185656,2.46
185657,2.82
185658,2.55
185659,2.04
185660,2.59
185661,2.84
185662,1.88
185663,2.75
185664,2.65
185665,2.54
185666,2.92
185667,2.32
185668,2.47
185669,2.15
185670,3.02
185671,2.85
185672,2.53
185673,2.98
185674,2.72
185675,2.84
185676,2.84
185677,3.46
185678,2.76
185679,2.5
185680,2.11
185681,2.13
185682,1.87
185683,3.42
185684,2.44
185685,2.99
185686,2.11
185687,2.38
185688,2.81
185689,2.58
185690,2.08
185691,2.36
185692,2.88
185693,2.0
185694,2.42
185695,4.03
185696,3.21
185697,1.97
185698,1.95
185699,3.36
185700,3.1
185701,2.97
185702,2.69
185703,2.51
185704,3.25
185705,2.97
185706,3.03
185707,2.27
185708,3.42
185709,2.67
185710,3.23
185711,3.05
185712,2.32
185713,2.75
185714,2.67
185715,3.69
185716,2.34
185717,3.39
185718,2.57
185719,2.53
185720,2.6
185721,2.94
185722,2.95
185723,2.55
185724,3.54
185725,2.94
185726,2.93
185727,3.11
185728,2.22
185729,2.69
185730,2.13
185731,2.46
185732,2.36
185733,1.65
185734,2.38
185735,3.07
185736,3.55
185737,3.03
185738,2.65
185739,2.44
185740,2.24
185741,2.4
185742,3.16
185743,1.86
185744,2.85
185745,2.69
185746,2.83
185747,2.99
185748,2.62
185749,2.12
185750,2.9
185751,2.14
185752,2.71
185753,2.11
185754,2.72
185755,2.23
185756,2.91
185757,2.31
185758,3.14
185759,3.54
185760,2.39
185761,2.32
185762,3.05
185763,1.53
185764,2.81
185765,1.86
185766,2.81
185767,2.31
185768,3.17
185769,2.76
185770,3.32
185771,2.34
185772,1.69
185773,2.26
185774,2.69
185775,2.65
185776,3.04
185777,2.41
185778,2.84
185779,2.49
185780,3.42
185781,3.52
185782,2.22
185783,2.14
185784,2.79
185785,2.69
185786,0.93
185787,3.95
185788,2.53
185789,2.28
185790,2.41
185791,2.9
185792,1.83
185793,1.89
185794,2.22
185795,2.76
185796,2.23
185797,3.05
185798,2.36
185799,1.7
185800,3.61
185801,2.67
185802,2.63
185803,3.52
185804,2.58
185805,2.31
185806,3.02
185807,2.19
185808,1.97
185809,1.94
185810,2.72
185811,2.15
185812,3.06
185813,1.93
185814,3.19
185815,3.32
185816,2.3
185817,2.51
185818,1.65
185819,3.27
185820,2.89
185821,2.41
185822,2.68
185823,2.98
185824,3.28
185825,3.3
185826,1.8
185827,2.84
185828,2.15
185829,2.07
185830,2.3
185831,3.29
185832,2.09
185833,2.85
185834,1.49
185835,3.0
185836,2.19
185837,2.52
185838,3.49
185839,3.1
185840,2.54
185841,2.55
185842,2.99
185843,3.12
185844,2.65
185845,2.05
185846,2.13
185847,2.6
185848,1.72
185849,2.19
185850,2.86
185851,2.81
185852,2.6
185853,3.17
185854,1.97
185855,2.8
185856,2.04
185857,2.55
185858,2.45
185859,2.73
185860,1.88
185861,2.24
185862,2.74
185863,2.73
185864,3.68
185865,2.0
185866,2.92
185867,2.24
185868,3.04
185869,2.38
185870,2.43
185871,2.64
185872,2.51
185873,2.27
185874,3.84
185875,2.38
185876,2.07
185877,2.3
185878,2.29
185879,2.52
185880,2.43
185881,2.94
185882,2.02
185883,2.85
185884,2.8
185885,2.23
185886,3.03
185887,1.82
185888,2.89
185889,2.32
185890,3.21
185891,3.17
185892,2.88
185893,2.45
185894,2.42
185895,3.03
185896,2.58
185897,2.41
185898,3.21
185899,2.3
185900,2.1
185901,1.75
185902,2.82
185903,2.5
185904,1.98
185905,2.24
185906,2.62
185907,3.03
185908,2.02
185909,2.46
185910,2.35
185911,2.83
185912,2.33
185913,3.69
185914,3.01
185915,2.43
185916,1.34
185917,2.24
185918,3.13
185919,2.99
185920,2.7
185921,2.03
185922,2.26
185923,3.54
185924,3.58
185925,1.96
185926,3.26
185927,1.85
185928,1.58
185929,3.46
185930,3.45
185931,2.86
185932,3.2
185933,2.42
185934,2.06
185935,2.04
185936,1.88
185937,2.25
185938,4.08
185939,2.34
185940,1.8
185941,2.76
185942,2.02
185943,3.31
185944,1.97
185945,1.94
185946,2.87
185947,2.88
185948,2.44
185949,2.87
185950,3.28
185951,2.76
185952,1.98
185953,2.77
185954,2.28
185955,2.92
185956,2.46
185957,3.13
185958,3.12
185959,3.31
185960,2.66
185961,2.47
185962,2.01
185963,2.28
185964,3.15
185965,2.91
185966,3.01
185967,2.98
185968,2.53
185969,1.78
185970,2.8
185971,2.23
185972,2.0
185973,2.69
185974,2.27
185975,2.89
185976,2.67
185977,3.27
185978,3.33
185979,2.85
185980,2.23
185981,2.75
185982,2.64
185983,2.17
185984,2.61
185985,3.33
185986,2.18
185987,2.71
185988,3.08
185989,2.78
185990,1.94
185991,3.36
185992,3.11
185993,2.11
185994,2.74
185995,2.4
185996,2.56
185997,2.76
185998,2.64
185999,3.1
186000,2.42
186001,2.53
186002,1.71
186003,2.3
186004,3.15
186005,2.61
186006,1.27
186007,2.47
186008,2.97
186009,1.41
186010,3.18
186011,2.91
186012,3.44
186013,1.9
186014,2.29
186015,2.43
186016,2.39
186017,2.58
186018,2.2
186019,2.27
186020,2.28
186021,2.48
186022,1.57
186023,2.4
186024,2.24
186025,2.39
186026,3.3
186027,1.94
186028,2.5
186029,1.92
186030,2.54
186031,3.73
186032,3.12
186033,2.42
186034,1.96
186035,3.06
186036,2.32
186037,3.44
186038,2.37
186039,2.44
186040,3.0
186041,2.49
186042,2.81
186043,2.69
186044,3.07
186045,3.27
186046,2.35
186047,2.4
186048,2.39
186049,2.6
186050,2.65
186051,2.28
186052,2.89
186053,2.15
186054,3.15
186055,2.97
186056,2.99
186057,3.34
186058,2.95
186059,2.92
186060,3.23
186061,2.68
186062,3.26
186063,1.94
186064,4.14
186065,2.56
186066,2.3
186067,2.75
186068,2.77
186069,2.31
186070,3.89
186071,3.19
186072,2.66
186073,2.65
186074,3.05
186075,2.58
186076,2.55
186077,3.22
186078,2.07
186079,2.47
186080,3.05
186081,2.56
186082,2.02
186083,1.81
186084,2.97
186085,3.07
186086,2.15
186087,3.35
186088,3.16
186089,2.41
186090,2.97
186091,2.61
186092,3.03
186093,4.05
186094,2.61
186095,2.97
186096,2.67
186097,2.31
186098,1.2
186099,2.25
186100,2.01
186101,3.91
186102,1.85
186103,2.82
186104,2.01
186105,2.98
186106,3.22
186107,2.58
186108,2.99
186109,3.17
186110,2.7
186111,2.05
186112,2.17
186113,2.67
186114,2.3
186115,2.96
186116,2.25
186117,2.89
186118,2.16
186119,3.26
186120,2.49
186121,2.65
186122,3.3
186123,3.68
186124,2.49
186125,2.84
186126,3.14
186127,2.15
186128,2.93
186129,2.94
186130,2.31
186131,2.63
186132,3.05
186133,3.37
186134,2.22
186135,2.9
186136,1.83
186137,2.45
186138,2.22
186139,2.92
186140,2.04
186141,2.45
186142,2.34
186143,3.23
186144,2.69
186145,2.98
186146,2.9
186147,2.53
186148,2.09
186149,2.89
186150,2.29
186151,3.07
186152,2.9
186153,3.49
186154,2.93
186155,2.72
186156,2.03
186157,2.69
186158,2.98
186159,3.82
186160,1.79
186161,1.95
186162,2.41
186163,3.25
186164,3.04
186165,2.36
186166,1.62
186167,2.26
186168,2.86
186169,3.54
186170,2.18
186171,1.64
186172,3.65
186173,2.86
186174,2.28
186175,2.82
186176,2.51
186177,3.26
186178,2.32
186179,3.24
186180,3.3
186181,2.6
186182,2.7
186183,2.91
186184,3.02
186185,3.71
186186,2.4
186187,2.55
186188,3.39
186189,2.17
186190,3.2
186191,2.42
186192,1.82
186193,2.86
186194,2.47
186195,3.24
186196,2.78
186197,2.64
186198,2.88
186199,2.88
186200,2.55
186201,2.66
186202,1.99
186203,2.08
186204,3.65
186205,2.72
186206,2.9
186207,1.73
186208,2.43
186209,3.02
186210,2.45
186211,3.7
186212,2.92
186213,2.26
186214,2.04
186215,3.16
186216,1.94
186217,2.05
186218,2.56
186219,2.4
186220,2.87
186221,1.73
186222,2.74
186223,2.29
186224,2.44
186225,2.88
186226,2.3
186227,2.09
186228,2.24
186229,2.63
186230,2.72
186231,2.04
186232,1.44
186233,1.95
186234,2.59
186235,2.1
186236,3.21
186237,2.31
186238,3.03
186239,2.78
186240,2.84
186241,2.39
186242,2.25
186243,2.55
186244,2.99
186245,2.22
186246,2.72
186247,3.05
186248,2.9
186249,2.84
186250,3.31
186251,2.83
186252,2.72
186253,2.57
186254,2.67
186255,2.4
186256,2.8
186257,2.44
186258,2.21
186259,2.0
186260,2.81
186261,2.7
186262,2.59
186263,2.25
186264,2.56
186265,2.53
186266,1.53
186267,2.46
186268,2.04
186269,2.48
186270,1.96
186271,2.47
186272,2.91
186273,2.44
186274,2.06
186275,3.35
186276,2.66
186277,2.28
186278,3.3
186279,2.28
186280,3.23
186281,2.96
186282,1.87
186283,2.77
186284,1.68
186285,3.67
186286,3.46
186287,2.87
186288,1.68
186289,3.13
186290,2.84
186291,2.47
186292,2.78
186293,3.28
186294,2.47
186295,2.98
186296,2.61
186297,2.05
186298,3.75
186299,1.97
186300,2.78
186301,1.83
186302,2.03
186303,3.06
186304,3.03
186305,2.95
186306,1.98
186307,2.46
186308,3.81
186309,2.52
186310,1.99
186311,2.84
186312,2.4
186313,3.62
186314,2.07
186315,2.94
186316,2.88
186317,2.93
186318,2.02
186319,2.57
186320,2.82
186321,3.2
186322,3.1
186323,2.95
186324,1.53
186325,2.08
186326,2.75
186327,2.43
186328,1.97
186329,2.95
186330,2.59
186331,2.33
186332,1.9
186333,2.67
186334,2.12
186335,2.38
186336,1.56
186337,2.75
186338,3.54
186339,2.18
186340,2.3
186341,2.3
186342,1.88
186343,2.53
186344,1.86
186345,2.02
186346,1.32
186347,2.32
186348,2.53
186349,3.03
186350,2.76
186351,3.28
186352,3.01
186353,2.23
186354,2.56
186355,3.36
186356,2.26
186357,3.09
186358,2.64
186359,2.65
186360,2.05
186361,2.03
186362,2.39
186363,2.51
186364,2.54
186365,2.38
186366,2.26
186367,3.31
186368,1.91
186369,3.08
186370,2.62
186371,1.73
186372,2.56
186373,2.75
186374,2.58
186375,2.56
186376,2.57
186377,2.49
186378,2.46
186379,2.54
186380,2.36
186381,2.58
186382,2.31
186383,2.66
186384,2.83
186385,2.61
186386,1.98
186387,3.54
186388,2.5
186389,3.12
186390,2.04
186391,2.59
186392,2.61
186393,3.04
186394,2.61
186395,3.71
186396,2.34
186397,2.89
186398,3.42
186399,2.82
186400,2.2
186401,2.7
186402,3.24
186403,3.13
186404,2.62
186405,2.7
186406,2.09
186407,2.83
186408,2.49
186409,2.89
186410,2.59
186411,2.22
186412,2.99
186413,2.37
186414,2.04
186415,3.05
186416,2.51
186417,2.49
186418,2.77
186419,2.89
186420,3.35
186421,3.57
186422,2.02
186423,2.35
186424,2.99
186425,3.17
186426,2.32
186427,2.83
186428,2.22
186429,2.93
186430,2.63
186431,2.95
186432,2.01
186433,2.86
186434,2.55
186435,3.36
186436,3.33
186437,2.18
186438,2.39
186439,1.63
186440,3.11
186441,2.98
186442,2.94
186443,2.55
186444,2.32
186445,2.64
186446,2.36
186447,2.49
186448,3.14
186449,3.05
186450,2.74
186451,3.49
186452,2.94
186453,1.85
186454,3.43
186455,2.71
186456,2.11
186457,1.57
186458,2.4
186459,2.27
186460,2.87
186461,1.87
186462,2.54
186463,3.14
186464,2.16
186465,1.83
186466,2.4
186467,1.16
186468,3.43
186469,2.17
186470,2.25
186471,3.33
186472,2.56
186473,1.71
186474,2.72
186475,2.44
186476,2.04
186477,2.6
186478,2.0
186479,2.12
186480,2.88
186481,2.79
186482,3.22
186483,2.56
186484,2.31
186485,2.68
186486,3.46
186487,2.58
186488,4.06
186489,2.36
186490,2.32
186491,2.3
186492,2.24
186493,3.05
186494,2.58
186495,2.9
186496,2.6
186497,2.13
186498,2.89
186499,2.72
186500,3.65
186501,1.99
186502,2.76
186503,2.74
186504,2.45
186505,2.05
186506,2.67
186507,3.34
186508,1.89
186509,3.19
186510,2.44
186511,3.14
186512,3.26
186513,2.36
186514,3.65
186515,3.7
186516,2.23
186517,3.49
186518,2.36
186519,3.07
186520,2.14
186521,2.74
186522,2.83
186523,2.35
186524,2.57
186525,2.26
186526,2.9
186527,3.13
186528,2.36
186529,3.24
186530,2.66
186531,2.11
186532,2.11
186533,2.63
186534,3.08
186535,2.75
186536,3.0
186537,2.41
186538,2.84
186539,2.55
186540,1.79
186541,3.29
186542,2.95
186543,2.68
186544,2.13
186545,1.47
186546,3.17
186547,1.97
186548,2.85
186549,3.43
186550,3.08
186551,2.3
186552,2.47
186553,2.25
186554,2.24
186555,2.89
186556,3.12
186557,3.58
186558,2.51
186559,2.95
186560,2.48
186561,1.54
186562,3.09
186563,1.99
186564,2.49
186565,1.24
186566,3.18
186567,3.65
186568,2.12
186569,2.71
186570,3.25
186571,2.29
186572,2.48
186573,2.76
186574,2.3
186575,2.41
186576,2.58
186577,3.87
186578,1.92
186579,2.83
186580,2.66
186581,2.56
186582,1.66
186583,3.27
186584,3.07
186585,3.47
186586,2.67
186587,2.63
186588,2.67
186589,2.23
186590,3.16
186591,2.59
186592,4.19
186593,2.52
186594,1.89
186595,2.12
186596,2.21
186597,4.1
186598,2.92
186599,1.4
186600,1.78
186601,2.27
186602,1.72
186603,2.6
186604,2.73
186605,3.13
186606,3.09
186607,2.7
186608,2.46
186609,2.99
186610,3.16
186611,2.45
186612,2.16
186613,1.71
186614,2.29
186615,2.73
186616,2.85
186617,2.53
186618,2.63
186619,2.54
186620,2.32
186621,2.39
186622,3.61
186623,2.72
186624,2.9
186625,2.43
186626,2.0
186627,2.44
186628,2.63
186629,3.0
186630,2.15
186631,2.57
186632,3.6
186633,3.04
186634,3.14
186635,2.29
186636,2.3
186637,2.82
186638,2.9
186639,3.17
186640,1.62
186641,3.21
186642,2.21
186643,3.3
186644,2.69
186645,2.3
186646,2.84
186647,2.55
186648,2.87
186649,2.58
186650,1.85
186651,2.56
186652,2.14
186653,2.64
186654,0.97
186655,3.21
186656,2.78
186657,2.92
186658,2.74
186659,3.07
186660,2.67
186661,2.51
186662,2.7
186663,2.21
186664,3.25
186665,2.03
186666,2.2
186667,2.34
186668,2.85
186669,3.02
186670,2.32
186671,2.43
186672,2.98
186673,2.36
186674,2.23
186675,3.65
186676,2.13
186677,2.95
186678,3.36
186679,2.81
186680,2.73
186681,2.3
186682,2.66
186683,2.44
186684,1.47
186685,2.92
186686,2.23
186687,1.83
186688,1.8
186689,2.92
186690,2.23
186691,2.03
186692,2.77
186693,2.88
186694,2.74
186695,2.13
186696,2.89
186697,2.22
186698,2.4
186699,2.4
186700,2.52
186701,3.16
186702,2.1
186703,2.02
186704,2.27
186705,2.78
186706,3.38
186707,2.74
186708,3.25
186709,2.3
186710,2.27
186711,3.19
186712,2.51
186713,2.49
186714,2.7
186715,2.33
186716,3.44
186717,3.74
186718,2.25
186719,2.91
186720,3.37
186721,3.09
186722,2.69
186723,2.2
186724,2.89
186725,2.8
186726,2.61
186727,2.61
186728,2.2
186729,3.32
186730,1.86
186731,3.73
186732,1.46
186733,1.8
186734,3.0
186735,2.35
186736,3.12
186737,3.09
186738,1.21
186739,2.83
186740,2.93
186741,2.07
186742,3.45
186743,2.06
186744,3.16
186745,2.2
186746,1.89
186747,2.98
186748,2.39
186749,2.1
186750,2.09
186751,2.5
186752,2.83
186753,1.58
186754,2.64
186755,2.61
186756,2.64
186757,1.48
186758,2.36
186759,3.78
186760,2.48
186761,2.61
186762,2.83
186763,2.11
186764,2.82
186765,2.59
186766,1.63
186767,2.7
186768,2.37
186769,3.09
186770,2.89
186771,3.17
186772,1.55
186773,3.07
186774,2.14
186775,2.13
186776,3.69
186777,2.6
186778,3.42
186779,2.37
186780,2.79
186781,2.28
186782,2.43
186783,2.16
186784,2.66
186785,2.35
186786,2.84
186787,3.04
186788,2.9
186789,2.97
186790,3.64
186791,3.2
186792,3.59
186793,1.19
186794,2.7
186795,2.01
186796,1.8
186797,1.84
186798,3.0
186799,3.13
186800,2.44
186801,2.99
186802,2.55
186803,3.08
186804,3.18
186805,2.77
186806,1.13
186807,2.37
186808,3.59
186809,3.41
186810,2.6
186811,2.38
186812,2.99
186813,3.16
186814,2.04
186815,2.6
186816,2.71
186817,2.4
186818,3.33
186819,3.04
186820,2.87
186821,2.55
186822,2.64
186823,2.89
186824,1.34
186825,2.48
186826,2.46
186827,3.47
186828,3.11
186829,2.16
186830,2.67
186831,3.44
186832,3.08
186833,3.39
186834,2.0
186835,2.75
186836,2.04
186837,2.87
186838,2.4
186839,2.89
186840,1.97
186841,1.81
186842,1.99
186843,2.68
186844,2.06
186845,3.38
186846,1.97
186847,2.97
186848,2.35
186849,2.9
186850,2.4
186851,2.27
186852,3.4
186853,2.28
186854,2.58
186855,2.36
186856,3.74
186857,2.16
186858,3.46
186859,2.94
186860,2.43
186861,2.63
186862,3.28
186863,2.68
186864,3.17
186865,2.48
186866,2.48
186867,2.59
186868,2.62
186869,2.96
186870,3.16
186871,2.14
186872,2.51
186873,2.05
186874,2.31
186875,2.8
186876,2.84
186877,3.73
186878,2.65
186879,2.63
186880,2.08
186881,2.51
186882,2.83
186883,2.92
186884,4.02
186885,2.73
186886,1.98
186887,3.65
186888,3.02
186889,2.3
186890,3.46
186891,2.79
186892,2.77
186893,2.14
186894,3.1
186895,2.25
186896,1.97
186897,2.89
186898,2.04
186899,3.14
186900,3.05
186901,1.77
186902,3.05
186903,3.0
186904,2.78
186905,2.12
186906,2.4
186907,3.27
186908,2.17
186909,2.33
186910,2.6
186911,3.59
186912,2.5
186913,3.06
186914,1.47
186915,3.07
186916,2.81
186917,2.02
186918,2.08
186919,1.82
186920,2.74
186921,2.68
186922,3.57
186923,2.9
186924,3.09
186925,3.35
186926,3.77
186927,3.14
186928,2.38
186929,2.8
186930,2.09
186931,3.21
186932,1.89
186933,2.58
186934,2.39
186935,3.27
186936,2.6
186937,2.51
186938,2.3
186939,1.8
186940,2.62
186941,2.43
186942,2.85
186943,2.11
186944,2.74
186945,2.62
186946,3.24
186947,2.79
186948,2.48
186949,2.9
186950,2.61
186951,3.46
186952,2.56
186953,2.97
186954,1.9
186955,3.05
186956,4.44
186957,2.37
186958,2.97
186959,2.4
186960,2.51
186961,2.94
186962,2.65
186963,2.11
186964,2.71
186965,3.31
186966,2.82
186967,3.18
186968,2.0
186969,2.7
186970,2.49
186971,2.12
186972,2.3
186973,2.76
186974,2.04
186975,3.77
186976,3.24
186977,2.9
186978,3.18
186979,2.47
186980,3.14
186981,2.42
186982,1.89
186983,1.72
186984,2.07
186985,2.09
186986,2.89
186987,3.02
186988,2.09
186989,2.82
186990,2.85
186991,2.8
186992,2.33
186993,2.15
186994,2.14
186995,3.31
186996,3.52
186997,1.62
186998,1.51
186999,1.56
187000,2.82
187001,2.21
187002,2.41
187003,3.04
187004,2.37
187005,2.37
187006,2.42
187007,2.39
187008,3.53
187009,2.32
187010,3.14
187011,3.01
187012,2.71
187013,4.4
187014,2.12
187015,2.27
187016,3.04
187017,2.67
187018,2.55
187019,2.42
187020,1.68
187021,1.98
187022,1.87
187023,2.65
187024,2.39
187025,2.32
187026,2.0
187027,2.63
187028,2.13
187029,1.8
187030,2.19
187031,1.85
187032,2.4
187033,2.26
187034,2.71
187035,2.99
187036,2.78
187037,2.37
187038,2.5
187039,2.06
187040,2.57
187041,2.45
187042,3.59
187043,2.23
187044,2.97
187045,2.58
187046,2.04
187047,2.25
187048,2.93
187049,2.42
187050,2.4
187051,2.48
187052,2.06
187053,2.32
187054,3.21
187055,1.95
187056,3.06
187057,2.92
187058,2.37
187059,2.65
187060,2.97
187061,1.8
187062,2.77
187063,3.19
187064,1.85
187065,2.72
187066,2.15
187067,2.24
187068,2.85
187069,3.41
187070,2.17
187071,2.02
187072,2.22
187073,2.55
187074,2.48
187075,2.65
187076,2.93
187077,2.43
187078,3.05
187079,2.7
187080,4.06
187081,2.43
187082,3.21
187083,2.17
187084,2.53
187085,2.82
187086,2.72
187087,3.01
187088,3.39
187089,2.96
187090,2.31
187091,2.96
187092,2.0
187093,2.92
187094,2.21
187095,3.54
187096,2.34
187097,2.23
187098,3.09
187099,3.06
187100,2.42
187101,3.39
187102,2.16
187103,2.27
187104,2.91
187105,2.36
187106,2.82
187107,3.04
187108,2.69
187109,2.56
187110,2.19
187111,2.38
187112,3.01
187113,3.08
187114,2.14
187115,2.99
187116,2.26
187117,2.74
187118,2.7
187119,3.08
187120,2.83
187121,2.87
187122,3.08
187123,2.27
187124,2.71
187125,2.13
187126,2.19
187127,3.07
187128,2.97
187129,2.86
187130,2.73
187131,2.98
187132,2.16
187133,3.58
187134,3.39
187135,2.69
187136,3.05
187137,1.8
187138,2.49
187139,2.55
187140,3.57
187141,2.01
187142,1.85
187143,3.63
187144,1.95
187145,2.94
187146,2.05
187147,2.45
187148,4.1
187149,2.39
187150,2.4
187151,1.67
187152,2.58
187153,3.57
187154,2.18
187155,2.92
187156,1.99
187157,3.72
187158,1.17
187159,3.03
187160,2.72
187161,2.35
187162,2.29
187163,1.98
187164,2.38
187165,3.08
187166,2.35
187167,2.66
187168,3.23
187169,3.0
187170,3.41
187171,3.43
187172,1.88
187173,2.88
187174,2.42
187175,2.2
187176,2.56
187177,2.59
187178,1.72
187179,2.39
187180,2.94
187181,1.73
187182,2.85
187183,2.48
187184,2.09
187185,2.1
187186,1.82
187187,3.46
187188,1.58
187189,2.7
187190,2.45
187191,2.7
187192,2.58
187193,3.28
187194,2.31
187195,2.21
187196,1.89
187197,2.62
187198,3.25
187199,2.87
187200,2.06
187201,1.87
187202,2.73
187203,2.12
187204,2.53
187205,2.95
187206,2.11
187207,3.58
187208,2.04
187209,2.83
187210,2.84
187211,2.59
187212,2.51
187213,2.57
187214,2.99
187215,2.91
187216,3.44
187217,2.38
187218,3.87
187219,2.47
187220,2.65
187221,2.03
187222,2.91
187223,2.65
187224,2.08
187225,3.1
187226,2.22
187227,2.4
187228,3.13
187229,3.13
187230,2.67
187231,2.3
187232,2.05
187233,2.43
187234,2.42
187235,3.23
187236,2.79
187237,2.72
187238,3.08
187239,2.94
187240,2.71
187241,2.91
187242,2.08
187243,2.92
187244,2.94
187245,2.13
187246,2.95
187247,2.44
187248,3.54
187249,3.1
187250,2.53
187251,3.26
187252,2.82
187253,2.2
187254,2.32
187255,2.38
187256,2.91
187257,2.98
187258,2.49
187259,2.64
187260,2.58
187261,1.56
187262,2.6
187263,2.76
187264,3.23
187265,2.85
187266,2.23
187267,1.75
187268,1.97
187269,2.82
187270,2.7
187271,2.2
187272,3.0
187273,1.45
187274,2.46
187275,3.39
187276,1.49
187277,2.91
187278,2.98
187279,2.65
187280,3.34
187281,3.0
187282,3.62
187283,2.55
187284,3.53
187285,2.29
187286,2.87
187287,3.0
187288,2.51
187289,2.84
187290,2.5
187291,3.53
187292,2.74
187293,2.44
187294,2.11
187295,2.21
187296,2.8
187297,2.54
187298,2.66
187299,3.47
187300,1.71
187301,2.82
187302,1.59
187303,2.77
187304,3.13
187305,3.44
187306,2.02
187307,2.68
187308,2.33
187309,2.45
187310,3.02
187311,2.36
187312,2.49
187313,2.32
187314,2.5
187315,2.93
187316,2.9
187317,2.35
187318,3.23
187319,2.5
187320,1.89
187321,2.1
187322,1.69
187323,2.12
187324,2.02
187325,2.15
187326,2.56
187327,2.37
187328,2.94
187329,2.77
187330,3.16
187331,2.45
187332,3.02
187333,2.24
187334,2.73
187335,2.33
187336,2.39
187337,2.57
187338,3.22
187339,2.09
187340,3.06
187341,3.19
187342,3.03
187343,2.42
187344,2.62
187345,2.14
187346,2.77
187347,2.99
187348,2.5
187349,1.79
187350,3.62
187351,3.66
187352,2.66
187353,2.52
187354,2.82
187355,2.94
187356,2.5
187357,2.94
187358,1.93
187359,2.99
187360,2.87
187361,1.32
187362,2.63
187363,2.53
187364,2.58
187365,2.75
187366,2.61
187367,2.74
187368,2.74
187369,2.13
187370,3.27
187371,1.92
187372,1.48
187373,2.03
187374,3.35
187375,2.34
187376,2.56
187377,2.94
187378,3.16
187379,2.36
187380,2.5
187381,2.41
187382,3.55
